0: frame-1
0105 and 0192: 11 matches, 0.00sec, #2
0097 and 0192: 9 matches, 0.00sec, #1
0110 and 0192: [22/29], H[7], 0.01sec
0106 and 0192: 17 matches, 0.00sec, #2
0118 and 0192: 20 matches, 0.00sec, #1
0107 and 0192: 16 matches, 0.00sec, #2
0111 and 0192: 24 matches, 0.01sec, #0
0119 and 0192: 25 matches, 0.01sec, #1
0128 and 0192: 27 matches, 0.01sec, #2
0128 and 0192: [21/27], H[17], 0.00sec
0112 and 0192: 20 matches, 0.01sec, #0
0119 and 0192: [16/25], H[8], 0.01sec
0129 and 0192: 26 matches, 0.00sec, #2
0129 and 0192: [23/26], H[14], 0.00sec
0120 and 0192: 24 matches, 0.01sec, #1
0113 and 0192: 22 matches, 0.01sec, #0
0121 and 0192: 18 matches, 0.01sec, #1
0130 and 0192: 39 matches, 0.01sec, #2
0130 and 0192: [29/39], H[23], 0.00sec
0114 and 0192: 21 matches, 0.01sec, #0
0122 and 0192: 24 matches, 0.01sec, #1
0131 and 0192: 47 matches, 0.00sec, #2
0123 and 0192: 22 matches, 0.01sec, #1
0131 and 0192: [34/47], H[25], 0.00sec
0115 and 0192: 30 matches, 0.01sec, #0
0124 and 0192: 28 matches, 0.01sec, #1
0124 and 0192: [21/28], H[15], 0.00sec
0132 and 0192: 52 matches, 0.00sec, #2
0115 and 0192: [19/30], H[10], 0.01sec
0125 and 0192: 29 matches, 0.00sec, #1
0132 and 0192: [35/52], H[27], 0.00sec
0116 and 0192: 25 matches, 0.01sec, #0
0125 and 0192: [21/29], H[12], 0.00sec
0133 and 0192: 54 matches, 0.01sec, #2
0116 and 0192: [19/25], H[16], 0.00sec
0126 and 0192: 30 matches, 0.01sec, #1
0133 and 0192: [38/54], H[19], 0.00sec
0117 and 0192: 24 matches, 0.01sec, #0
0126 and 0192: [23/30], H[15], 0.00sec
0134 and 0192: 57 matches, 0.00sec, #2
0138 and 0192: 51 matches, 0.01sec, #0
0134 and 0192: [40/57], H[30], 0.00sec
0127 and 0192: 30 matches, 0.01sec, #1
0138 and 0192: [35/51], H[22], 0.00sec
0135 and 0192: 59 matches, 0.01sec, #2
0127 and 0192: [22/30], H[12], 0.00sec
0139 and 0192: 56 matches, 0.01sec, #0
0135 and 0192: [36/59], H[28], 0.00sec
0148 and 0192: 47 matches, 0.01sec, #1
0139 and 0192: [40/56], H[27], 0.00sec
0148 and 0192: [38/47], H[26], 0.00sec
0136 and 0192: 62 matches, 0.01sec, #2
0136 and 0192: [41/62], H[24], 0.00sec
0149 and 0192: 44 matches, 0.01sec, #1
0140 and 0192: 53 matches, 0.01sec, #0
0149 and 0192: [37/44], H[31], 0.00sec
0140 and 0192: [38/53], H[27], 0.00sec
0137 and 0192: 56 matches, 0.01sec, #2
0137 and 0192: [39/56], H[30], 0.00sec
0150 and 0192: 57 matches, 0.01sec, #1
0150 and 0192: [38/57], H[30], 0.01sec
0141 and 0192: 56 matches, 0.01sec, #0
0158 and 0192: 49 matches, 0.01sec, #2
0141 and 0192: [39/56], H[24], 0.00sec
0151 and 0192: 49 matches, 0.01sec, #1
0158 and 0192: [34/49], H[16], 0.01sec
0151 and 0192: [33/49], H[20], 0.00sec
0142 and 0192: 50 matches, 0.01sec, #0
0142 and 0192: [38/50], H[23], 0.00sec
0159 and 0192: 54 matches, 0.01sec, #2
0152 and 0192: 43 matches, 0.01sec, #1
0152 and 0192: [32/43], H[20], 0.00sec
0159 and 0192: [31/54], H[13], 0.01sec
0143 and 0192: 49 matches, 0.01sec, #0
0153 and 0192: 45 matches, 0.01sec, #1
0143 and 0192: [40/49], H[28], 0.00sec
0153 and 0192: [29/45], H[19], 0.01sec
0160 and 0192: 59 matches, 0.00sec, #2
0144 and 0192: 45 matches, 0.01sec, #0
0160 and 0192: [37/59], H[9], 0.01sec
0154 and 0192: 46 matches, 0.01sec, #1
0144 and 0192: [37/45], H[28], 0.00sec
0161 and 0192: 40 matches, 0.01sec, #2
0154 and 0192: [28/46], H[16], 0.00sec
0161 and 0192: [29/40], H[12], 0.01sec
0145 and 0192: 47 matches, 0.01sec, #0
0145 and 0192: [38/47], H[23], 0.00sec
0155 and 0192: 45 matches, 0.02sec, #1
0155 and 0192: [28/45], H[17], 0.01sec
0162 and 0192: 47 matches, 0.01sec, #2
0146 and 0192: 43 matches, 0.01sec, #0
0146 and 0192: [39/43], H[31], 0.00sec
0156 and 0192: 53 matches, 0.01sec, #1
0162 and 0192: [29/47], H[13], 0.01sec
0147 and 0192: 47 matches, 0.01sec, #0
0163 and 0192: 51 matches, 0.01sec, #2
0147 and 0192: [36/47], H[22], 0.00sec
0156 and 0192: [33/53], H[6], 0.02sec
0157 and 0192: 52 matches, 0.01sec, #1
0163 and 0192: [32/51], H[11], 0.02sec
0168 and 0192: 55 matches, 0.01sec, #0
0164 and 0192: 57 matches, 0.01sec, #2
0157 and 0192: [33/52], H[16], 0.01sec
0168 and 0192: [41/55], H[12], 0.01sec
0164 and 0192: [40/57], H[15], 0.01sec
0178 and 0192: 88 matches, 0.01sec, #1
0178 and 0192: [62/88], H[36], 0.00sec
0165 and 0192: 50 matches, 0.01sec, #2
0169 and 0192: 60 matches, 0.01sec, #0
0179 and 0192: 98 matches, 0.01sec, #1
0165 and 0192: [28/50], H[8], 0.01sec
0169 and 0192: [39/60], H[13], 0.01sec
0179 and 0192: [75/98], H[24], 0.01sec
0166 and 0192: 56 matches, 0.01sec, #2
0166 and 0192: [40/56], H[14], 0.01sec
0170 and 0192: 59 matches, 0.01sec, #0
0180 and 0192: 109 matches, 0.01sec, #1
0167 and 0192: 56 matches, 0.01sec, #2
0180 and 0192: [81/109], H[43], 0.00sec
0170 and 0192: [37/59], H[15], 0.01sec
0167 and 0192: [36/56], H[18], 0.01sec
0181 and 0192: 112 matches, 0.01sec, #1
0181 and 0192: [84/112], H[50], 0.00sec
0188 and 0192: 224 matches, 0.01sec, #2
0171 and 0192: 69 matches, 0.01sec, #0
0188 and 0192: [200/224], H[105], 0.00sec
0182 and 0192: 129 matches, 0.01sec, #1
0171 and 0192: [42/69], H[18], 0.01sec
0182 and 0192: [97/129], H[59], 0.00sec
0189 and 0192: 264 matches, 0.01sec, #2
0189 and 0192: [241/264], H[141], 0.00sec
0183 and 0192: 129 matches, 0.01sec, #1
0183 and 0192: [108/129], H[69], 0.00sec
0172 and 0192: 70 matches, 0.02sec, #0
0172 and 0192: [45/70], H[20], 0.01sec
0190 and 0192: 276 matches, 0.01sec, #2
0184 and 0192: 163 matches, 0.01sec, #1
0190 and 0192: [260/276], H[132], 0.00sec
0184 and 0192: [141/163], H[71], 0.00sec
0173 and 0192: 62 matches, 0.02sec, #0
0191 and 0192: 342 matches, 0.02sec, #2
0173 and 0192: [46/62], H[26], 0.00sec
0191 and 0192: [327/342], H[167], 0.00sec
0185 and 0192: 159 matches, 0.02sec, #1
0185 and 0192: [146/159], H[74], 0.00sec
0000 and 0193: 10 matches, 0.01sec, #2
0174 and 0192: 64 matches, 0.02sec, #0
0001 and 0193: 14 matches, 0.00sec, #2
0186 and 0192: 161 matches, 0.01sec, #1
0174 and 0192: [50/64], H[27], 0.00sec
0002 and 0193: 9 matches, 0.00sec, #2
0186 and 0192: [136/161], H[70], 0.00sec
0003 and 0193: 6 matches, 0.00sec, #2
0175 and 0192: 75 matches, 0.01sec, #0
0004 and 0193: 11 matches, 0.00sec, #2
0187 and 0192: 211 matches, 0.01sec, #1
0175 and 0192: [51/75], H[31], 0.00sec
0005 and 0193: 5 matches, 0.00sec, #2
0187 and 0192: [171/211], H[91], 0.00sec
0006 and 0193: 15 matches, 0.00sec, #2
0016 and 0193: 12 matches, 0.01sec, #1
0176 and 0192: 70 matches, 0.01sec, #0
0007 and 0193: 6 matches, 0.01sec, #2
0176 and 0192: [57/70], H[25], 0.00sec
0017 and 0193: 9 matches, 0.01sec, #1
0008 and 0193: 14 matches, 0.01sec, #2
0018 and 0193: 12 matches, 0.01sec, #1
0177 and 0192: 74 matches, 0.01sec, #0
0009 and 0193: 13 matches, 0.01sec, #2
0019 and 0193: 7 matches, 0.01sec, #1
0177 and 0192: [45/74], H[24], 0.00sec
0010 and 0193: 12 matches, 0.01sec, #2
0020 and 0193: 14 matches, 0.01sec, #1
0011 and 0193: 9 matches, 0.00sec, #2
0026 and 0193: 11 matches, 0.01sec, #0
0021 and 0193: 10 matches, 0.01sec, #1
0012 and 0193: 11 matches, 0.01sec, #2
0022 and 0193: 12 matches, 0.01sec, #1
0027 and 0193: 13 matches, 0.01sec, #0
0013 and 0193: 11 matches, 0.01sec, #2
0023 and 0193: 13 matches, 0.01sec, #1
0028 and 0193: 11 matches, 0.01sec, #0
0014 and 0193: 10 matches, 0.01sec, #2
0024 and 0193: 14 matches, 0.01sec, #1
0015 and 0193: 10 matches, 0.00sec, #2
0029 and 0193: 14 matches, 0.01sec, #0
0025 and 0193: 13 matches, 0.01sec, #1
0036 and 0193: 12 matches, 0.01sec, #2
0046 and 0193: 11 matches, 0.00sec, #1
0030 and 0193: 14 matches, 0.01sec, #0
0037 and 0193: 12 matches, 0.01sec, #2
0047 and 0193: 7 matches, 0.01sec, #1
0038 and 0193: 12 matches, 0.00sec, #2
0031 and 0193: 14 matches, 0.01sec, #0
0048 and 0193: 15 matches, 0.01sec, #1
0039 and 0193: 6 matches, 0.01sec, #2
0049 and 0193: 9 matches, 0.01sec, #1
0032 and 0193: 9 matches, 0.01sec, #0
0040 and 0193: 8 matches, 0.01sec, #2
0050 and 0193: 16 matches, 0.01sec, #1
0041 and 0193: 13 matches, 0.01sec, #2
0033 and 0193: 11 matches, 0.01sec, #0
0051 and 0193: 14 matches, 0.01sec, #1
0042 and 0193: 14 matches, 0.01sec, #2
0052 and 0193: 12 matches, 0.00sec, #1
0034 and 0193: 10 matches, 0.01sec, #0
0043 and 0193: 13 matches, 0.01sec, #2
0053 and 0193: 13 matches, 0.01sec, #1
0044 and 0193: 5 matches, 0.00sec, #2
0035 and 0193: 15 matches, 0.01sec, #0
0054 and 0193: 12 matches, 0.00sec, #1
0045 and 0193: 4 matches, 0.00sec, #2
0055 and 0193: 13 matches, 0.00sec, #1
0056 and 0193: 3 matches, 0.01sec, #0
0066 and 0193: 10 matches, 0.00sec, #2
0076 and 0193: 7 matches, 0.00sec, #1
0067 and 0193: 9 matches, 0.00sec, #2
0057 and 0193: 11 matches, 0.01sec, #0
0077 and 0193: 18 matches, 0.00sec, #1
0068 and 0193: 13 matches, 0.00sec, #2
0078 and 0193: 7 matches, 0.00sec, #1
0058 and 0193: 11 matches, 0.01sec, #0
0069 and 0193: 8 matches, 0.01sec, #2
0079 and 0193: 8 matches, 0.01sec, #1
0070 and 0193: 12 matches, 0.00sec, #2
0059 and 0193: 8 matches, 0.01sec, #0
0080 and 0193: 14 matches, 0.01sec, #1
0071 and 0193: 11 matches, 0.01sec, #2
0081 and 0193: 7 matches, 0.00sec, #1
0060 and 0193: 9 matches, 0.01sec, #0
0072 and 0193: 10 matches, 0.00sec, #2
0082 and 0193: 6 matches, 0.01sec, #1
0073 and 0193: 6 matches, 0.00sec, #2
0061 and 0193: 7 matches, 0.01sec, #0
0083 and 0193: 14 matches, 0.00sec, #1
0074 and 0193: 4 matches, 0.01sec, #2
0084 and 0193: 10 matches, 0.01sec, #1
0062 and 0193: 8 matches, 0.01sec, #0
0075 and 0193: 7 matches, 0.01sec, #2
0085 and 0193: 14 matches, 0.01sec, #1
0086 and 0193: 8 matches, 0.00sec, #2
0063 and 0193: 6 matches, 0.01sec, #0
0096 and 0193: 14 matches, 0.00sec, #1
0087 and 0193: 13 matches, 0.01sec, #2
0097 and 0193: 16 matches, 0.00sec, #1
0064 and 0193: 10 matches, 0.01sec, #0
0088 and 0193: 6 matches, 0.01sec, #2
0098 and 0193: 11 matches, 0.01sec, #1
0089 and 0193: 9 matches, 0.00sec, #2
0065 and 0193: 8 matches, 0.01sec, #0
0099 and 0193: 9 matches, 0.01sec, #1
0090 and 0193: 12 matches, 0.01sec, #2
0100 and 0193: 8 matches, 0.00sec, #1
0106 and 0193: 14 matches, 0.01sec, #0
0091 and 0193: 12 matches, 0.01sec, #2
0101 and 0193: 9 matches, 0.01sec, #1
0092 and 0193: 10 matches, 0.00sec, #2
0107 and 0193: 18 matches, 0.01sec, #0
0102 and 0193: 11 matches, 0.01sec, #1
0093 and 0193: 15 matches, 0.01sec, #2
0108 and 0193: 20 matches, 0.01sec, #0
0103 and 0193: 9 matches, 0.01sec, #1
0094 and 0193: 9 matches, 0.01sec, #2
0109 and 0193: 24 matches, 0.01sec, #0
0104 and 0193: 11 matches, 0.00sec, #1
0095 and 0193: 11 matches, 0.00sec, #2
0105 and 0193: 13 matches, 0.00sec, #1
0110 and 0193: 23 matches, 0.01sec, #0
0116 and 0193: 22 matches, 0.00sec, #2
0126 and 0193: 28 matches, 0.00sec, #1
0117 and 0193: 19 matches, 0.00sec, #2
0126 and 0193: [22/28], H[14], 0.00sec
0111 and 0193: 23 matches, 0.01sec, #0
0118 and 0193: 23 matches, 0.01sec, #2
0127 and 0193: 24 matches, 0.00sec, #1
0119 and 0193: 15 matches, 0.01sec, #2
0112 and 0193: 22 matches, 0.02sec, #0
0128 and 0193: 29 matches, 0.01sec, #1
0120 and 0193: 16 matches, 0.01sec, #2
0128 and 0193: [21/29], H[17], 0.00sec
0113 and 0193: 23 matches, 0.01sec, #0
0121 and 0193: 20 matches, 0.00sec, #2
0129 and 0193: 34 matches, 0.00sec, #1
0122 and 0193: 26 matches, 0.00sec, #2
0114 and 0193: 20 matches, 0.01sec, #0
0129 and 0193: [25/34], H[17], 0.00sec
0122 and 0193: [19/26], H[11], 0.00sec
0130 and 0193: 43 matches, 0.00sec, #1
0115 and 0193: 22 matches, 0.01sec, #0
0130 and 0193: [31/43], H[16], 0.00sec
0123 and 0193: 22 matches, 0.00sec, #2
0131 and 0193: 46 matches, 0.00sec, #1
0136 and 0193: 67 matches, 0.01sec, #0
0131 and 0193: [36/46], H[21], 0.00sec
0124 and 0193: 25 matches, 0.01sec, #2
0136 and 0193: [47/67], H[14], 0.00sec
0124 and 0193: [21/25], H[14], 0.00sec
0132 and 0193: 54 matches, 0.01sec, #1
0132 and 0193: [36/54], H[22], 0.00sec
0125 and 0193: 34 matches, 0.01sec, #2
0137 and 0193: 59 matches, 0.01sec, #0
0125 and 0193: [23/34], H[18], 0.00sec
0133 and 0193: 53 matches, 0.01sec, #1
0137 and 0193: [41/59], H[25], 0.00sec
0133 and 0193: [41/53], H[24], 0.00sec
0146 and 0193: 50 matches, 0.01sec, #2
0146 and 0193: [42/50], H[23], 0.00sec
0138 and 0193: 50 matches, 0.01sec, #0
0138 and 0193: [37/50], H[22], 0.00sec
0134 and 0193: 56 matches, 0.01sec, #1
0147 and 0193: 44 matches, 0.01sec, #2
0134 and 0193: [42/56], H[30], 0.00sec
0147 and 0193: [34/44], H[24], 0.00sec
0135 and 0193: 52 matches, 0.00sec, #1
0139 and 0193: 59 matches, 0.01sec, #0
0135 and 0193: [38/52], H[22], 0.00sec
0139 and 0193: [45/59], H[26], 0.00sec
0148 and 0193: 49 matches, 0.00sec, #2
0148 and 0193: [37/49], H[25], 0.00sec
0156 and 0193: 56 matches, 0.01sec, #1
0140 and 0193: 64 matches, 0.01sec, #0
0149 and 0193: 47 matches, 0.01sec, #2
0156 and 0193: [40/56], H[9], 0.01sec
0140 and 0193: [41/64], H[14], 0.01sec
0149 and 0193: [36/47], H[24], 0.00sec
0157 and 0193: 47 matches, 0.01sec, #1
0141 and 0193: 58 matches, 0.01sec, #0
0157 and 0193: [29/47], H[15], 0.01sec
0150 and 0193: 63 matches, 0.01sec, #2
0141 and 0193: [40/58], H[23], 0.01sec
0158 and 0193: 47 matches, 0.01sec, #1
0150 and 0193: [43/63], H[19], 0.00sec
0158 and 0193: [34/47], H[19], 0.00sec
0142 and 0193: 52 matches, 0.01sec, #0
0151 and 0193: 49 matches, 0.01sec, #2
0142 and 0193: [39/52], H[18], 0.00sec
0151 and 0193: [38/49], H[11], 0.00sec
0159 and 0193: 49 matches, 0.01sec, #1
0152 and 0193: 48 matches, 0.01sec, #2
0159 and 0193: [32/49], H[16], 0.01sec
0143 and 0193: 44 matches, 0.01sec, #0
0152 and 0193: [34/48], H[20], 0.00sec
0160 and 0193: 59 matches, 0.01sec, #1
0143 and 0193: [38/44], H[32], 0.00sec
0153 and 0193: 51 matches, 0.01sec, #2
0160 and 0193: [39/59], H[15], 0.01sec
0144 and 0193: 49 matches, 0.01sec, #0
0153 and 0193: [33/51], H[18], 0.01sec
0161 and 0193: 49 matches, 0.01sec, #1
0144 and 0193: [36/49], H[21], 0.00sec
0154 and 0193: 52 matches, 0.01sec, #2
0145 and 0193: 43 matches, 0.01sec, #0
0161 and 0193: [29/49], H[10], 0.02sec
0154 and 0193: [35/52], H[21], 0.00sec
0145 and 0193: [37/43], H[27], 0.00sec
0162 and 0193: 52 matches, 0.01sec, #1
0155 and 0193: 46 matches, 0.01sec, #2
0166 and 0193: 49 matches, 0.01sec, #0
0162 and 0193: [29/52], H[16], 0.01sec
0155 and 0193: [31/46], H[20], 0.00sec
0166 and 0193: [33/49], H[10], 0.01sec
0163 and 0193: 50 matches, 0.00sec, #1
0176 and 0193: 65 matches, 0.01sec, #2
0167 and 0193: 52 matches, 0.01sec, #0
0176 and 0193: [48/65], H[25], 0.00sec
0163 and 0193: [29/50], H[10], 0.02sec
0167 and 0193: [34/52], H[12], 0.01sec
0177 and 0193: 61 matches, 0.01sec, #2
0164 and 0193: 53 matches, 0.00sec, #1
0177 and 0193: [40/61], H[24], 0.00sec
0168 and 0193: 58 matches, 0.01sec, #0
0178 and 0193: 79 matches, 0.01sec, #2
0164 and 0193: [35/53], H[12], 0.01sec
0168 and 0193: [40/58], H[17], 0.01sec
0178 and 0193: [62/79], H[23], 0.00sec
0165 and 0193: 54 matches, 0.00sec, #1
0179 and 0193: 83 matches, 0.00sec, #2
0169 and 0193: 59 matches, 0.01sec, #0
0179 and 0193: [61/83], H[31], 0.00sec
0165 and 0193: [31/54], H[9], 0.02sec
0180 and 0193: 91 matches, 0.00sec, #2
0169 and 0193: [35/59], H[11], 0.01sec
0180 and 0193: [74/91], H[39], 0.00sec
0186 and 0193: 156 matches, 0.00sec, #1
0186 and 0193: [111/156], H[53], 0.00sec
0181 and 0193: 107 matches, 0.01sec, #2
0170 and 0193: 54 matches, 0.01sec, #0
0181 and 0193: [78/107], H[41], 0.00sec
0187 and 0193: 184 matches, 0.00sec, #1
0170 and 0193: [34/54], H[15], 0.01sec
0182 and 0193: 112 matches, 0.00sec, #2
0187 and 0193: [151/184], H[66], 0.00sec
0182 and 0193: [87/112], H[30], 0.00sec
0188 and 0193: 206 matches, 0.00sec, #1
0171 and 0193: 59 matches, 0.01sec, #0
0188 and 0193: [172/206], H[95], 0.00sec
0183 and 0193: 123 matches, 0.00sec, #2
0171 and 0193: [45/59], H[18], 0.01sec
0183 and 0193: [98/123], H[46], 0.00sec
0189 and 0193: 220 matches, 0.01sec, #1
0189 and 0193: [195/220], H[74], 0.00sec
0184 and 0193: 139 matches, 0.00sec, #2
0172 and 0193: 66 matches, 0.01sec, #0
0184 and 0193: [125/139], H[52], 0.00sec
0190 and 0193: 254 matches, 0.01sec, #1
0172 and 0193: [45/66], H[20], 0.01sec
0190 and 0193: [227/254], H[127], 0.00sec
0185 and 0193: 163 matches, 0.01sec, #2
0185 and 0193: [134/163], H[73], 0.00sec
0191 and 0193: 288 matches, 0.00sec, #1
0173 and 0193: 59 matches, 0.01sec, #0
0191 and 0193: [268/288], H[133], 0.00sec
0003 and 0194: 8 matches, 0.00sec, #2
0173 and 0193: [43/59], H[23], 0.00sec
0192 and 0193: 308 matches, 0.01sec, #1
0004 and 0194: 13 matches, 0.00sec, #2
0192 and 0193: [295/308], H[177], 0.00sec
0005 and 0194: 10 matches, 0.00sec, #2
0174 and 0193: 47 matches, 0.01sec, #0
0000 and 0194: 9 matches, 0.00sec, #1
0006 and 0194: 9 matches, 0.00sec, #2
0174 and 0193: [35/47], H[22], 0.00sec
0001 and 0194: 11 matches, 0.00sec, #1
0007 and 0194: 10 matches, 0.00sec, #2
0002 and 0194: 9 matches, 0.00sec, #1
0175 and 0193: 57 matches, 0.01sec, #0
0008 and 0194: 14 matches, 0.00sec, #2
0013 and 0194: 5 matches, 0.01sec, #1
0175 and 0193: [46/57], H[26], 0.00sec
0009 and 0194: 10 matches, 0.00sec, #2
0014 and 0194: 5 matches, 0.00sec, #1
0010 and 0194: 11 matches, 0.00sec, #2
0023 and 0194: 6 matches, 0.01sec, #0
0015 and 0194: 5 matches, 0.00sec, #1
0011 and 0194: 8 matches, 0.00sec, #2
0016 and 0194: 11 matches, 0.00sec, #1
0024 and 0194: 7 matches, 0.02sec, #0
0012 and 0194: 12 matches, 0.01sec, #2
0017 and 0194: 9 matches, 0.01sec, #1
0033 and 0194: 11 matches, 0.01sec, #2
0025 and 0194: 5 matches, 0.01sec, #0
0018 and 0194: 12 matches, 0.01sec, #1
0034 and 0194: 10 matches, 0.02sec, #2
0019 and 0194: 6 matches, 0.02sec, #1
0026 and 0194: 10 matches, 0.03sec, #0
0035 and 0194: 14 matches, 0.02sec, #2
0020 and 0194: 6 matches, 0.02sec, #1
0027 and 0194: 9 matches, 0.02sec, #0
0036 and 0194: 11 matches, 0.02sec, #2
0021 and 0194: 8 matches, 0.02sec, #1
0028 and 0194: 10 matches, 0.02sec, #0
0037 and 0194: 10 matches, 0.02sec, #2
0022 and 0194: 12 matches, 0.03sec, #1
0029 and 0194: 14 matches, 0.02sec, #0
0038 and 0194: 12 matches, 0.03sec, #2
0043 and 0194: 2 matches, 0.02sec, #1
0030 and 0194: 11 matches, 0.02sec, #0
0039 and 0194: 8 matches, 0.02sec, #2
0044 and 0194: 6 matches, 0.03sec, #1
0031 and 0194: 11 matches, 0.03sec, #0
0040 and 0194: 8 matches, 0.03sec, #2
0045 and 0194: 5 matches, 0.02sec, #1
0032 and 0194: 7 matches, 0.03sec, #0
0041 and 0194: 11 matches, 0.01sec, #2
0046 and 0194: 3 matches, 0.01sec, #1
0042 and 0194: 7 matches, 0.01sec, #2
0053 and 0194: 10 matches, 0.02sec, #0
0047 and 0194: 5 matches, 0.02sec, #1
0063 and 0194: 10 matches, 0.02sec, #2
0054 and 0194: 8 matches, 0.02sec, #0
0048 and 0194: 5 matches, 0.02sec, #1
0064 and 0194: 6 matches, 0.02sec, #2
0055 and 0194: 13 matches, 0.02sec, #0
0049 and 0194: 5 matches, 0.02sec, #1
0065 and 0194: 12 matches, 0.02sec, #2
0056 and 0194: 9 matches, 0.02sec, #0
0050 and 0194: 13 matches, 0.02sec, #1
0066 and 0194: 10 matches, 0.02sec, #2
0057 and 0194: 8 matches, 0.02sec, #0
0051 and 0194: 9 matches, 0.01sec, #1
0067 and 0194: 10 matches, 0.02sec, #2
0058 and 0194: 5 matches, 0.02sec, #0
0052 and 0194: 9 matches, 0.02sec, #1
0068 and 0194: 12 matches, 0.02sec, #2
0059 and 0194: 11 matches, 0.02sec, #0
0073 and 0194: 5 matches, 0.01sec, #1
0069 and 0194: 9 matches, 0.02sec, #2
0060 and 0194: 9 matches, 0.01sec, #0
0074 and 0194: 11 matches, 0.02sec, #1
0070 and 0194: 6 matches, 0.01sec, #2
0061 and 0194: 4 matches, 0.02sec, #0
0075 and 0194: 9 matches, 0.02sec, #1
0071 and 0194: 14 matches, 0.02sec, #2
0062 and 0194: 7 matches, 0.02sec, #0
0076 and 0194: 9 matches, 0.02sec, #1
0072 and 0194: 7 matches, 0.02sec, #2
0083 and 0194: 8 matches, 0.01sec, #0
0077 and 0194: 11 matches, 0.02sec, #1
0093 and 0194: 5 matches, 0.02sec, #2
0084 and 0194: 10 matches, 0.02sec, #0
0078 and 0194: 13 matches, 0.01sec, #1
0094 and 0194: 8 matches, 0.01sec, #2
0079 and 0194: 13 matches, 0.01sec, #1
0085 and 0194: 13 matches, 0.02sec, #0
0095 and 0194: 10 matches, 0.02sec, #2
0080 and 0194: 12 matches, 0.02sec, #1
0086 and 0194: 11 matches, 0.01sec, #0
0096 and 0194: 10 matches, 0.01sec, #2
0081 and 0194: 11 matches, 0.01sec, #1
0087 and 0194: 9 matches, 0.01sec, #0
0097 and 0194: 8 matches, 0.01sec, #2
0082 and 0194: 10 matches, 0.01sec, #1
0088 and 0194: 12 matches, 0.01sec, #0
0098 and 0194: 7 matches, 0.01sec, #2
0103 and 0194: 8 matches, 0.01sec, #1
0089 and 0194: 11 matches, 0.02sec, #0
0099 and 0194: 13 matches, 0.01sec, #2
0104 and 0194: 6 matches, 0.01sec, #1
0090 and 0194: 17 matches, 0.01sec, #0
0100 and 0194: 9 matches, 0.01sec, #2
0105 and 0194: 6 matches, 0.01sec, #1
0091 and 0194: 11 matches, 0.01sec, #0
0101 and 0194: 8 matches, 0.02sec, #2
0106 and 0194: 15 matches, 0.01sec, #1
0092 and 0194: 9 matches, 0.01sec, #0
0102 and 0194: 10 matches, 0.01sec, #2
0107 and 0194: 14 matches, 0.01sec, #1
0113 and 0194: 17 matches, 0.01sec, #0
0123 and 0194: 26 matches, 0.01sec, #2
0108 and 0194: 14 matches, 0.01sec, #1
0114 and 0194: 18 matches, 0.01sec, #0
0123 and 0194: [16/26], H[13], 0.00sec
0109 and 0194: 24 matches, 0.00sec, #1
0115 and 0194: 16 matches, 0.01sec, #0
0124 and 0194: 32 matches, 0.01sec, #2
0110 and 0194: 21 matches, 0.01sec, #1
0124 and 0194: [24/32], H[15], 0.00sec
0116 and 0194: 27 matches, 0.01sec, #0
0111 and 0194: 20 matches, 0.01sec, #1
0125 and 0194: 33 matches, 0.00sec, #2
0116 and 0194: [15/27], H[11], 0.01sec
0112 and 0194: 23 matches, 0.00sec, #1
0125 and 0194: [22/33], H[13], 0.00sec
0133 and 0194: 57 matches, 0.00sec, #1
0117 and 0194: 24 matches, 0.01sec, #0
0133 and 0194: [42/57], H[28], 0.00sec
0126 and 0194: 29 matches, 0.01sec, #2
0126 and 0194: [22/29], H[17], 0.00sec
0118 and 0194: 19 matches, 0.01sec, #0
0134 and 0194: 60 matches, 0.01sec, #1
0134 and 0194: [42/60], H[16], 0.00sec
0127 and 0194: 32 matches, 0.01sec, #2
0119 and 0194: 18 matches, 0.02sec, #0
0127 and 0194: [22/32], H[14], 0.00sec
0135 and 0194: 54 matches, 0.01sec, #1
0120 and 0194: 24 matches, 0.02sec, #0
0135 and 0194: [35/54], H[19], 0.00sec
0128 and 0194: 30 matches, 0.01sec, #2
0128 and 0194: [25/30], H[14], 0.00sec
0121 and 0194: 19 matches, 0.01sec, #0
0136 and 0194: 56 matches, 0.01sec, #1
0136 and 0194: [40/56], H[22], 0.00sec
0122 and 0194: 25 matches, 0.01sec, #0
0129 and 0194: 33 matches, 0.01sec, #2
0122 and 0194: [16/25], H[9], 0.00sec
0129 and 0194: [26/33], H[18], 0.00sec
0137 and 0194: 53 matches, 0.00sec, #1
0137 and 0194: [38/53], H[22], 0.00sec
0143 and 0194: 47 matches, 0.01sec, #0
0143 and 0194: [36/47], H[14], 0.00sec
0130 and 0194: 43 matches, 0.01sec, #2
0130 and 0194: [31/43], H[15], 0.00sec
0138 and 0194: 53 matches, 0.01sec, #1
0138 and 0194: [36/53], H[21], 0.00sec
0144 and 0194: 45 matches, 0.02sec, #0
0131 and 0194: 49 matches, 0.01sec, #2
0144 and 0194: [35/45], H[17], 0.00sec
0131 and 0194: [35/49], H[22], 0.00sec
0139 and 0194: 55 matches, 0.01sec, #1
0139 and 0194: [36/55], H[22], 0.00sec
0145 and 0194: 42 matches, 0.02sec, #0
0145 and 0194: [37/42], H[24], 0.00sec
0132 and 0194: 54 matches, 0.02sec, #2
